DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jul2016,-0.33605,-0.31606,0.231,0.35443,0.04295,-0.2293,-0.03832,0.4681,1.00705,1.17423,1.1731,0.85835,0.64652,0.66637,0.74398,0.92846,0.77849,0.73553,0.57429,0.54396,0.48144,0.74383,0.70975,0.86715,0.8031,0.75271,0.69787,0.37331,0.41496,0.36838,0.28601,0.41944,0.39549,0.43713,0.67417,0.87105,0.85881,0.91436,0.85255,1.20451,1.33655,1.2554,1.28374,1.4723,1.41365,1.52216,1.63514,1.52697
Aug2016,-1.31167,-1.09882,-0.94325,-0.53174,-0.24082,-0.44925,-0.68837,-0.49705,0.01267,0.67991,0.90541,0.90785,0.56664,0.3394,0.37576,0.4623,0.71473,0.53886,0.49809,0.33117,0.31411,0.27147,0.55605,0.52706,0.69893,0.64005,0.58742,0.53389,0.19469,0.24648,0.19469,0.10724,0.24464,0.23348,0.27752,0.52914,0.73434,0.72236,0.77564,0.7114,1.07998,1.21376,1.12964,1.15143,1.34503,1.29541,1.4074,1.51809
Sep2016,0.1557,-0.75887,-0.78593,-0.70136,-0.42689,-0.20193,-0.39968,-0.62724,-0.45235,0.02427,0.64794,0.86227,0.87013,0.557,0.35116,0.38862,0.45612,0.70131,0.53936,0.50545,0.35084,0.33187,0.28771,0.56307,0.53831,0.70929,0.652,0.59809,0.55385,0.21389,0.27041,0.21656,0.12862,0.27008,0.2586,0.29989,0.54842,0.74853,0.73484,0.78497,0.71695,1.07736,1.21241,1.1267,1.1442,1.33604,1.28566,1.39485
Oct2016,-0.78746,-0.48561,-0.99797,-0.96306,-0.8674,-0.61371,-0.38904,-0.58352,-0.78709,-0.61835,-0.1623,0.49776,0.72774,0.72742,0.39306,0.17859,0.21589,0.29105,0.55491,0.37932,0.34804,0.19865,0.1794,0.14851,0.43058,0.40281,0.57967,0.52743,0.47888,0.42573,0.07847,0.14966,0.09732,0.01097,0.15047,0.14373,0.18684,0.43584,0.64008,0.62426,0.67343,0.60465,0.98116,1.12013,1.03085,1.04642,1.24676,1.19949
Nov2016,-0.26425,-0.62604,-0.50792,-1.04912,-1.02936,-0.93749,-0.68424,-0.45906,-0.61942,-0.81466,-0.68752,-0.336,0.29772,0.53737,0.52986,0.18294,-0.01834,0.01715,0.0979,0.37867,0.21302,0.17866,0.02551,0.01535,0.00667,0.28751,0.25949,0.4418,0.39291,0.34483,0.28791,-0.06558,0.01074,-0.03569,-0.1226,0.01277,0.01504,0.06406,0.32216,0.52892,0.51178,0.55868,0.48882,0.8953,1.04403,0.94585,0.95827,1.17544
Dec2016,-1.49537,-1.06021,-1.10876,-0.93472,-1.33633,-1.28461,-1.21013,-0.98452,-0.69072,-0.80233,-0.97279,-0.85882,-0.54375,0.05999,0.29258,0.28636,-0.05206,-0.23676,-0.20687,-0.12886,0.15089,0.00032,-0.03533,-0.17326,-0.16828,-0.16241,0.11498,0.08113,0.26163,0.21317,0.16571,0.11053,-0.23356,-0.14954,-0.19263,-0.27239,-0.14299,-0.13331,-0.08622,0.16523,0.36641,0.34807,0.39221,0.32667,0.72161,0.87082,0.7737,0.78122
Jan2017,0.48859,-0.67938,-0.70087,-0.82738,-0.75056,-1.15057,-1.15789,-1.09984,-0.90151,-0.64048,-0.76203,-0.92416,-0.80904,-0.51215,0.102,0.32866,0.32432,-0.01077,-0.18911,-0.15963,-0.07915,0.18785,0.03393,0.00222,-0.13526,-0.1336,-0.12937,0.14353,0.11181,0.29426,0.24477,0.19935,0.14912,-0.19375,-0.11285,-0.15224,-0.23279,-0.10486,-0.09328,-0.04639,0.1969,0.39128,0.37292,0.41823,0.35295,0.74572,0.90157,0.81208
Feb2017,0.75752,0.61089,-0.24661,-0.35399,-0.52185,-0.48781,-0.88651,-0.9262,-0.87902,-0.68982,-0.47172,-0.60155,-0.76527,-0.65751,-0.38494,0.18264,0.38948,0.38374,0.05619,-0.11592,-0.08837,-0.01874,0.23226,0.08457,0.05286,-0.0822,-0.08332,-0.08468,0.17897,0.1448,0.31912,0.26771,0.22599,0.17575,-0.16651,-0.09203,-0.12902,-0.20844,-0.0863,-0.07408,-0.0276,0.21568,0.41101,0.39473,0.44084,0.37391,0.76266,0.91652
Mar2017,-0.30735,0.10121,0.17431,-0.42638,-0.48723,-0.62569,-0.58607,-0.98226,-1.01698,-0.98176,-0.78395,-0.54571,-0.66574,-0.82453,-0.70265,-0.41004,0.15221,0.34567,0.34523,0.0304,-0.13918,-0.11645,-0.04708,0.19902,0.05472,0.01709,-0.12374,-0.13147,-0.13549,0.12315,0.08718,0.26561,0.21664,0.17135,0.12494,-0.21192,-0.13589,-0.17184,-0.25257,-0.13398,-0.11522,-0.06649,0.17355,0.36023,0.33879,0.3834,0.31086,0.69355
Apr2017,-0.69159,-0.7431,-0.46425,-0.39948,-0.77369,-0.78419,-0.90456,-0.87166,-1.29904,-1.30852,-1.29129,-1.06011,-0.79314,-0.89114,-1.06841,-0.92555,-0.59005,-0.00731,0.19347,0.18696,-0.1334,-0.30103,-0.27692,-0.20424,0.0565,-0.08396,-0.12303,-0.2673,-0.25733,-0.25766,0.0018,-0.03537,0.14021,0.08589,0.03487,-0.00468,-0.34554,-0.26306,-0.2969,-0.37116,-0.25272,-0.23118,-0.17924,0.06718,0.25895,0.2394,0.28567,0.2224
May2017,0.47748,-0.26175,-0.45748,-0.27226,-0.24612,-0.58678,-0.63427,-0.76121,-0.72583,-1.17532,-1.18517,-1.16076,-0.95856,-0.68197,-0.78725,-0.95637,-0.82345,-0.50958,0.05123,0.25144,0.25137,-0.06111,-0.22906,-0.20272,-0.13864,0.11195,-0.03023,-0.06404,-0.20938,-0.19835,-0.20244,0.06135,0.02289,0.20082,0.1441,0.09173,0.05838,-0.28807,-0.2093,-0.24273,-0.31829,-0.20032,-0.18184,-0.12968,0.11403,0.30551,0.28459,0.33182
Jun2017,-1.19398,-0.23187,-0.68648,-0.82244,-0.63354,-0.54871,-0.84879,-0.85305,-0.98378,-0.96234,-1.46799,-1.42893,-1.39918,-1.20608,-0.89145,-0.97007,-1.1302,-0.98056,-0.66644,-0.08946,0.1161,0.12091,-0.20574,-0.37129,-0.34194,-0.2731,-0.01276,-0.15315,-0.18759,-0.33185,-0.32556,-0.3285,-0.06231,-0.10131,0.07748,0.02304,-0.03245,-0.06562,-0.41133,-0.32972,-0.36415,-0.43898,-0.32199,-0.29924,-0.24619,0.00199,0.20093,0.18445
Jul2017,0.46583,-0.3739,0.05271,-0.44502,-0.61526,-0.45959,-0.39008,-0.6575,-0.67416,-0.7954,-0.77784,-1.20858,-1.22152,-1.20438,-1.01284,-0.74762,-0.84115,-1.00833,-0.86803,-0.56781,-0.01832,0.1775,0.17615,-0.14309,-0.30521,-0.27626,-0.19997,0.05345,-0.0924,-0.13336,-0.27945,-0.27039,-0.28098,-0.0181,-0.05642,0.12211,0.06627,0.00798,-0.0292,-0.36984,-0.28832,-0.31941,-0.393,-0.27839,-0.24983,-0.19499,0.05282,0.25026
Aug2017,-0.15861,0.03556,-0.4084,-0.13715,-0.51791,-0.66117,-0.56772,-0.48834,-0.70601,-0.71769,-0.82556,-0.81376,-1.21328,-1.23501,-1.24509,-1.05128,-0.80426,-0.87801,-1.04127,-0.90031,-0.60191,-0.05126,0.14947,0.15414,-0.16987,-0.3308,-0.30442,-0.22601,0.03351,-0.11275,-0.15605,-0.30552,-0.29811,-0.30493,-0.03486,-0.06995,0.11221,0.0582,-0.00335,-0.04824,-0.39953,-0.30937,-0.33919,-0.41448,-0.3057,-0.27217,-0.21429,0.0389
Sep2017,1.17047,0.56173,0.54788,0.1612,0.3052,-0.13277,-0.31864,-0.24082,-0.17663,-0.40369,-0.42427,-0.51386,-0.49367,-0.82171,-0.88704,-0.89399,-0.70424,-0.48907,-0.59718,-0.76583,-0.65199,-0.36209,0.14172,0.3264,0.33145,0.02949,-0.13606,-0.11359,-0.02709,0.20864,0.06522,0.01962,-0.13137,-0.11492,-0.13151,0.13073,0.09758,0.27651,0.21895,0.15693,0.10551,-0.25011,-0.16337,-0.19137,-0.26622,-0.16608,-0.1383,-0.07753
Oct2017,1.81666,1.91332,1.25731,1.17256,0.80046,0.9249,0.43949,0.20081,0.28462,0.32717,0.02912,-0.03314,-0.12016,-0.09451,-0.35232,-0.43628,-0.42926,-0.28039,-0.10556,-0.24208,-0.39535,-0.31135,-0.04787,0.38926,0.5553,0.55332,0.27982,0.12731,0.15224,0.22656,0.42905,0.29827,0.25916,0.11624,0.13957,0.10934,0.35409,0.31984,0.49128,0.43448,0.37773,0.32736,-0.01606,0.06477,0.0332,-0.03699,0.0589,0.07981
Nov2017,0.61441,1.1856,1.36157,1.12615,1.09238,0.82735,0.92107,0.51657,0.31512,0.36893,0.392,0.0709,-0.01347,-0.10613,-0.08306,-0.31416,-0.38996,-0.3826,-0.25,-0.08756,-0.21062,-0.35734,-0.29265,-0.03608,0.39419,0.55439,0.55127,0.28592,0.13857,0.16441,0.23417,0.42522,0.29809,0.26803,0.12681,0.14903,0.12175,0.3715,0.33818,0.50628,0.44785,0.3877,0.33707,-0.01023,0.07238,0.03441,-0.03877,0.05513
Dec2017,-0.79877,0.0403,0.75353,0.96391,0.79302,0.78798,0.55752,0.66523,0.31446,0.13577,0.18619,0.20113,-0.09708,-0.17145,-0.2668,-0.23998,-0.45545,-0.51933,-0.51443,-0.39261,-0.24256,-0.34654,-0.48694,-0.41747,-0.16283,0.26118,0.42288,0.41411,0.15585,0.01162,0.03703,0.10625,0.29474,0.17785,0.14996,0.0151,0.03611,0.01626,0.25706,0.22558,0.3881,0.32942,0.26989,0.22271,-0.12124,-0.03671,-0.07203,-0.14243
Jan2018,-0.31877,-0.86555,-0.23618,0.50949,0.77093,0.63576,0.64955,0.43292,0.52012,0.22972,0.05693,0.10808,0.11812,-0.18623,-0.23017,-0.3258,-0.30016,-0.51049,-0.56349,-0.55788,-0.43375,-0.29089,-0.3911,-0.52402,-0.45696,-0.21274,0.21292,0.37617,0.36991,0.11072,-0.034,-0.00749,0.06693,0.25602,0.13929,0.11286,-0.02344,-0.00413,-0.01918,0.22063,0.18601,0.34362,0.2851,0.22703,0.1797,-0.1624,-0.07704,-0.11109
Feb2018,-0.05892,-0.36945,-0.79523,-0.30454,0.36114,0.61101,0.5071,0.53781,0.34609,0.42932,0.17173,0.02378,0.08257,0.08973,-0.20982,-0.26044,-0.35879,-0.33625,-0.54432,-0.59106,-0.58518,-0.47055,-0.3333,-0.42655,-0.55719,-0.49358,-0.26181,0.15037,0.31258,0.30365,0.04482,-0.10029,-0.07329,-0.00201,0.1812,0.06459,0.03911,-0.09576,-0.08145,-0.09211,0.14842,0.11605,0.27677,0.22058,0.16324,0.11448,-0.22547,-0.13891
Mar2018,1.61493,1.1127,0.76421,0.29357,0.41135,0.82349,1.01477,0.94939,0.96351,0.79817,0.85314,0.6239,0.49234,0.54294,0.53816,0.26064,0.1612,0.05273,0.07639,-0.12202,-0.19212,-0.19085,-0.0859,0.02996,-0.08234,-0.21739,-0.17002,0.05689,0.43496,0.58203,0.57,0.3307,0.19061,0.2174,0.28908,0.4541,0.34229,0.32176,0.19004,0.2037,0.18806,0.41728,0.38594,0.53052,0.47238,0.42051,0.36591,0.03421
Apr2018,1.7651,2.10924,1.81722,1.63332,1.24724,1.1124,1.35367,1.49797,1.45419,1.44899,1.33231,1.35719,1.14412,1.05627,1.09682,1.08936,0.88155,0.72014,0.61457,0.62662,0.45355,0.36913,0.36536,0.45073,0.53061,0.41464,0.28779,0.32535,0.56184,0.86648,0.98782,0.97695,0.76354,0.6305,0.65545,0.71884,0.85538,0.7546,0.74132,0.63517,0.64868,0.61259,0.81476,0.7885,0.91299,0.86602,0.82672,0.78563
May2018,1.55664,1.98698,2.36045,2.19575,2.07658,1.62124,1.42405,1.59705,1.70914,1.66072,1.65644,1.5589,1.58033,1.37095,1.3027,1.33432,1.32922,1.16247,0.98028,0.8788,0.88876,0.725,0.64182,0.63886,0.71155,0.77228,0.66173,0.55079,0.58977,0.82004,1.08917,1.19912,1.19068,0.98925,0.86642,0.89267,0.95172,1.07828,0.98741,0.97593,0.88808,0.8901,0.83784,1.02847,1.00089,1.11256,1.07134,1.03687
Jun2018,2.63123,2.2033,2.43244,3.05066,2.84623,2.55464,2.00112,1.6774,1.7893,1.88595,1.83152,1.83515,1.74386,1.7545,1.55827,1.50671,1.54689,1.54388,1.40914,1.20543,1.10557,1.11112,0.94774,0.86659,0.86586,0.93695,0.98388,0.8778,0.77721,0.8185,1.03815,1.27915,1.38164,1.37586,1.18037,1.06637,1.09379,1.139,1.26161,1.18232,1.17114,1.09639,1.09501,1.03144,1.21347,1.18801,1.28984,1.25382
Jul2018,-0.2422,1.15436,1.76191,2.17757,2.80206,2.55278,2.27565,1.80821,1.55149,1.69908,1.80181,1.75978,1.76086,1.67418,1.69177,1.49463,1.43983,1.47515,1.46976,1.34121,1.1572,1.05801,1.06294,0.89923,0.81909,0.82054,0.90093,0.95454,0.84767,0.74124,0.78427,1.00895,1.25838,1.36694,1.35833,1.1584,1.03924,1.06416,1.11164,1.23731,1.15462,1.13963,1.0667,1.0633,0.99988,1.18689,1.16496,1.26725
Aug2018,-0.85112,-0.79333,0.28969,1.13345,1.8673,2.50332,2.48352,2.0901,1.57679,1.37618,1.56558,1.69318,1.64917,1.66406,1.57698,1.59436,1.39427,1.31925,1.35447,1.34358,1.20832,1.04142,0.94487,0.95287,0.79107,0.71556,0.71757,0.80518,0.86831,0.75628,0.64377,0.6835,0.91751,1.17862,1.2878,1.28024,1.08141,0.9602,0.98228,1.03136,1.1612,1.07667,1.06067,0.9834,0.97542,0.91889,1.10962,1.08439
Sep2018,-1.30892,-1.22018,-1.0676,-0.2269,0.54016,1.41478,1.95552,1.89453,1.62339,1.22036,1.11243,1.3427,1.48351,1.45459,1.47213,1.38845,1.4058,1.2274,1.14417,1.18032,1.17173,1.02819,0.88372,0.79034,0.80607,0.64973,0.57474,0.57454,0.6734,0.73895,0.62765,0.50721,0.54303,0.78178,1.05577,1.16698,1.15818,0.96009,0.83413,0.85301,0.90404,1.03523,0.94861,0.93083,0.84145,0.82939,0.78084,0.98169
Oct2018,1.01227,-0.21445,-0.57894,-0.62351,0.11364,0.80429,1.54817,2.1748,2.14269,1.82591,1.39613,1.22949,1.43683,1.56674,1.52169,1.53462,1.4466,1.46347,1.27993,1.1995,1.23751,1.23451,1.09613,0.9479,0.85912,0.87061,0.7171,0.64833,0.65538,0.74233,0.7995,0.69892,0.58834,0.62549,0.85623,1.12142,1.23084,1.2207,1.02569,0.90203,0.92162,0.96838,1.10254,1.01743,0.99835,0.91471,0.90245,0.84822
Nov2018,-0.3165,0.37673,-0.3218,-0.67417,-0.71419,-0.04942,0.5541,1.17824,1.57383,1.54041,1.40457,1.13924,1.05306,1.30742,1.4475,1.40014,1.41011,1.31288,1.33852,1.14796,1.0568,1.09958,1.10228,0.95125,0.81265,0.7204,0.73364,0.57746,0.51145,0.52098,0.6097,0.66698,0.56726,0.45838,0.49828,0.74001,1.03765,1.15543,1.1465,0.93356,0.79932,0.81563,0.86835,1.02163,0.92776,0.90509,0.80921,0.79286
Dec2018,1.10236,0.46382,0.68351,0.18765,-0.16947,-0.29333,0.25131,0.75515,1.26252,1.58534,1.55674,1.46051,1.25322,1.15889,1.38386,1.50039,1.44024,1.44953,1.35602,1.38009,1.19736,1.11591,1.16413,1.16521,1.03238,0.89526,0.80999,0.81662,0.67085,0.6079,0.61982,0.70315,0.75316,0.66403,0.56686,0.60952,0.83013,1.10227,1.21062,1.20275,1.00525,0.88224,0.89928,0.94751,1.09267,1.00363,0.98478,0.90107
Jan2019,0.0393,0.68201,0.24262,0.50873,0.08621,-0.23133,-0.34042,0.18953,0.66567,1.24337,1.58783,1.53012,1.4304,1.24256,1.1309,1.36825,1.49966,1.42671,1.42487,1.33154,1.35516,1.18631,1.0953,1.13938,1.13735,1.00477,0.88273,0.79735,0.80679,0.66479,0.599,0.61255,0.70108,0.74602,0.65675,0.55809,0.59763,0.81519,1.08503,1.19292,1.1886,0.98463,0.86383,0.88101,0.93132,1.07986,0.99715,0.98736
Feb2019,-0.53185,-0.4262,0.22618,-0.01055,0.27954,-0.09578,-0.37049,-0.43986,0.05589,0.50141,1.06288,1.36099,1.29501,1.21221,1.04423,0.99309,1.23236,1.36545,1.30474,1.30069,1.2076,1.23626,1.07736,0.98487,1.03001,1.02646,0.89049,0.77959,0.69788,0.70592,0.56101,0.49422,0.50968,0.60124,0.64537,0.55494,0.4532,0.49202,0.71237,1.00493,1.12186,1.11382,0.89766,0.77265,0.78959,0.84116,0.98946,0.90044
Mar2019,-0.94066,-1.06071,-0.93436,-0.32016,-0.41795,-0.07414,-0.41831,-0.67239,-0.71218,-0.20251,0.26424,0.9031,1.18871,1.1153,1.02556,0.85142,0.83449,1.06869,1.20517,1.16547,1.16558,1.07311,1.10047,0.95576,0.86305,0.8976,0.89105,0.75103,0.64819,0.5652,0.57094,0.42746,0.36141,0.37202,0.46677,0.5152,0.42807,0.32549,0.35949,0.57737,0.87716,0.99491,0.98665,0.7699,0.63871,0.65397,0.706,0.84613
Apr2019,-1.03191,-1.27165,-1.42567,-1.35571,-0.85635,-0.87047,-0.52005,-0.84588,-1.12341,-1.12477,-0.58932,-0.05929,0.65079,0.94577,0.88122,0.78315,0.60485,0.62555,0.87375,1.01071,0.98602,0.98944,0.89157,0.9319,0.78982,0.68972,0.72047,0.70963,0.57936,0.47843,0.39121,0.39659,0.24649,0.17429,0.18005,0.28562,0.3341,0.24762,0.14392,0.182,0.40581,0.71895,0.84055,0.83443,0.61946,0.48565,0.50114,0.55995
May2019,-0.81321,-1.26381,-1.48783,-1.60044,-1.51959,-1.124,-1.12862,-0.78452,-1.11241,-1.4595,-1.4085,-0.84499,-0.27859,0.48534,0.79937,0.71498,0.60597,0.42974,0.47358,0.74264,0.89059,0.87186,0.87799,0.77732,0.81959,0.67656,0.57224,0.60947,0.59574,0.46247,0.36424,0.27751,0.28302,0.128,0.05382,0.05674,0.17368,0.22854,0.13831,0.03054,0.07232,0.29631,0.62372,0.75311,0.74417,0.51719,0.37664,0.39192
Jun2019,2.52522,0.66116,-0.3376,-0.79783,-0.95753,-0.96351,-0.55203,-0.5958,-0.27482,-0.58453,-0.86744,-0.88741,-0.36128,0.15499,0.78094,1.05026,0.98042,0.87874,0.7218,0.72957,0.96994,1.10299,1.07179,1.07446,0.98338,1.02672,0.88608,0.78394,0.82253,0.81387,0.68731,0.57384,0.48567,0.48988,0.34119,0.26824,0.27326,0.3866,0.43629,0.34727,0.24157,0.28651,0.50705,0.81521,0.93884,0.93093,0.70843,0.57434
Jul2019,-0.4018,0.99883,0.29166,-0.47359,-0.843,-0.97843,-0.98764,-0.61093,-0.6436,-0.35874,-0.64624,-0.91554,-0.93587,-0.43955,0.05352,0.70672,0.97075,0.90315,0.80023,0.65013,0.66425,0.90522,1.03865,1.00955,1.01372,0.92331,0.97508,0.8412,0.7373,0.7706,0.76261,0.63607,0.52209,0.4318,0.43623,0.28353,0.20895,0.20934,0.32051,0.37415,0.2867,0.18106,0.22943,0.44945,0.76763,0.8973,0.89232,0.6675
Aug2019,0.65626,0.10201,0.99739,0.45641,-0.24008,-0.61427,-0.7874,-0.79461,-0.44556,-0.48686,-0.21838,-0.47809,-0.70173,-0.75056,-0.2959,0.16515,0.79175,1.03436,0.97464,0.87631,0.75065,0.75483,0.98527,1.10936,1.07999,1.08636,1.0018,1.05413,0.92921,0.82876,0.8615,0.85545,0.73962,0.62556,0.53485,0.54355,0.39367,0.3211,0.32059,0.4233,0.47369,0.39219,0.28864,0.34014,0.54709,0.85479,0.9791,0.97219
Sep2019,0.68425,0.74148,0.35174,0.98047,0.58562,-0.04611,-0.42079,-0.60057,-0.61395,-0.28206,-0.32439,-0.07637,-0.30749,-0.4932,-0.55783,-0.13215,0.27448,0.84146,1.06734,1.01671,0.93217,0.81563,0.8162,1.0319,1.1502,1.12664,1.13451,1.05372,1.10577,0.98619,0.89329,0.92455,0.91917,0.81296,0.70177,0.61285,0.62201,0.47804,0.40427,0.40154,0.49408,0.53646,0.45852,0.35653,0.40544,0.60113,0.89754,1.01847
Oct2019,2.63322,2.35549,1.85742,1.52356,1.84207,1.54565,0.93825,0.53391,0.31929,0.26202,0.51485,0.36145,0.55534,0.36288,0.23437,0.14521,0.49135,0.7946,1.20077,1.39729,1.35914,1.29612,1.20669,1.17036,1.35006,1.4457,1.41033,1.41803,1.35398,1.38916,1.27716,1.20244,1.24464,1.25664,1.16226,1.04904,0.96919,0.97427,0.84797,0.78139,0.78378,0.85915,0.89851,0.82873,0.73138,0.78853,0.96871,1.209
Nov2019,1.10047,1.72684,1.75755,1.69241,1.53159,1.75585,1.54596,1.10418,0.80605,0.6324,0.56471,0.74174,0.54244,0.70877,0.51922,0.39507,0.31026,0.62787,0.91221,1.28815,1.48792,1.4581,1.41241,1.3257,1.27459,1.4459,1.53898,1.49648,1.51181,1.45203,1.48338,1.37261,1.30615,1.35943,1.39023,1.29359,1.18134,1.10067,1.10719,0.97647,0.91037,0.91297,0.98531,1.03602,0.96514,0.86387,0.92716,1.11083
Dec2019,2.05594,1.76329,2.01555,2.08955,2.05934,1.99994,2.1551,1.97112,1.61208,1.44934,1.35719,1.29703,1.42997,1.13953,1.23341,1.06394,0.93813,0.85749,1.10502,1.32205,1.59165,1.78201,1.77608,1.74322,1.67255,1.58276,1.71453,1.79513,1.74386,1.76623,1.71498,1.73634,1.64147,1.59326,1.64692,1.69442,1.59479,1.48756,1.41895,1.42448,1.31122,1.26415,1.27495,1.32768,1.38732,1.32514,1.24188,1.31899
Jan2020,1.62997,2.26307,1.93403,2.14731,2.22791,2.2313,2.20025,2.32502,2.2199,1.86168,1.77292,1.68379,1.62747,1.80382,1.4082,1.485,1.33133,1.18704,1.10604,1.32771,1.51808,1.76167,1.94747,1.9368,1.91131,1.84758,1.76471,1.89071,1.97019,1.92747,1.94815,1.89694,1.90779,1.80373,1.76608,1.81216,1.86816,1.76069,1.63982,1.5742,1.58682,1.47086,1.4388,1.45234,1.50043,1.57496,1.52667,1.46161
Feb2020,0.70082,1.34292,2.03959,1.79356,2.02558,2.08937,2.10712,2.0296,2.14608,2.03564,1.7489,1.64996,1.55873,1.51947,1.68726,1.37899,1.45798,1.31785,1.17943,1.09995,1.30931,1.49607,1.73657,1.91633,1.91281,1.89112,1.83103,1.75997,1.89012,1.97576,1.93918,1.97436,1.92031,1.93723,1.83964,1.8107,1.85795,1.92063,1.80386,1.67755,1.61074,1.61781,1.48782,1.45523,1.46932,1.518,1.59898,1.54161
Mar2020,2.05414,1.71391,1.90459,2.44638,2.09809,2.2695,2.32273,2.33263,2.26358,2.36123,2.27507,1.98315,1.92916,1.84543,1.81777,1.9661,1.66163,1.71728,1.60746,1.48178,1.41902,1.58153,1.72396,1.90699,2.07322,2.08079,2.09556,2.06173,1.98474,2.10632,2.18579,2.12711,2.15723,2.10744,2.10303,2.02537,2.01383,2.05771,2.14225,2.01923,1.87765,1.81412,1.82054,1.70145,1.68861,1.70908,1.76868,1.85079
Apr2020,1.3502,2.07103,1.93076,2.25172,2.55665,2.23541,2.36432,2.3859,2.38304,2.31604,2.39864,2.29695,2.0661,2.03141,1.99055,1.97877,2.10752,1.83477,1.87751,1.77911,1.65709,1.60577,1.74451,1.87646,2.02451,2.17776,2.19298,2.234,2.18612,2.10404,2.21422,2.29212,2.2482,2.29736,2.25709,2.21871,2.16107,2.15345,2.18722,2.26873,2.14832,2.00835,1.94448,1.94323,1.82724,1.82006,1.83625,1.8754
May2020,1.10459,1.51138,2.17718,2.14842,2.5125,2.64019,2.32569,2.41952,2.42629,2.38221,2.34756,2.44282,2.32948,2.13324,2.10429,2.0843,2.08378,2.22318,1.95284,1.98621,1.87601,1.74757,1.69909,1.82527,1.96202,2.11122,2.2682,2.27848,2.32632,2.29531,2.20636,2.30154,2.38177,2.3316,2.39138,2.36058,2.30336,2.24718,2.25855,2.28909,2.37876,2.26349,2.11632,2.05277,2.06101,1.93948,1.93962,1.95914
Jun2020,3.04987,2.05096,2.09151,2.92174,2.87236,3.06692,3.06238,2.52487,2.53998,2.53847,2.48295,2.47422,2.54914,2.43724,2.25726,2.25517,2.25578,2.26152,2.42102,2.12579,2.15516,2.04136,1.90903,1.8696,1.98386,2.11145,2.24673,2.41007,2.42829,2.49338,2.46486,2.38166,2.47551,2.56244,2.50581,2.57103,2.54413,2.45935,2.41152,2.44061,2.4714,2.57943,2.458,2.29535,2.23083,2.24132,2.10912,2.11158
Jul2020,0.50286,1.80059,1.85987,1.99024,2.83584,2.73598,2.90139,2.9568,2.48013,2.52508,2.51152,2.47255,2.44949,2.52989,2.43549,2.2219,2.22299,2.2119,2.22021,2.3723,2.12363,2.15598,2.05313,1.9263,1.88529,1.998,2.10763,2.24448,2.41377,2.45154,2.52632,2.49918,2.43047,2.5362,2.61961,2.56257,2.63185,2.61433,2.53567,2.47733,2.50212,2.5219,2.63143,2.5056,2.31232,2.24512,2.26063,2.12975
Aug2020,0.28306,0.35652,1.38857,1.66492,1.94413,2.87233,3.13637,3.18989,3.14673,2.55427,2.57383,2.57633,2.49957,2.50106,2.57827,2.47858,2.22927,2.22987,2.20967,2.21321,2.33058,2.1085,2.13626,2.02595,1.91148,1.87117,1.98396,2.08869,2.22511,2.38009,2.42002,2.49266,2.48152,2.40936,2.50966,2.57738,2.5263,2.58233,2.56963,2.5146,2.46768,2.47448,2.48337,2.58147,2.49321,2.29681,2.2282,2.23956
Sep2020,1.62394,1.09061,1.01875,1.6258,1.91005,2.15432,3.01514,3.32001,3.33473,3.16962,2.56006,2.57087,2.56641,2.48038,2.48209,2.54875,2.47368,2.23918,2.24114,2.22091,2.2305,2.33709,2.15223,2.17697,2.07601,1.97129,1.94355,2.04922,2.12798,2.26565,2.39935,2.44749,2.52345,2.49528,2.4307,2.52795,2.58102,2.53755,2.60212,2.60341,2.56935,2.54363,2.55475,2.55574,2.65838,2.59355,2.3883,2.30562
Oct2020,0.86263,1.63118,1.22841,1.15827,1.67219,1.90269,2.18043,3.25317,3.62288,3.5154,3.3919,2.63158,2.6421,2.64583,2.54731,2.55926,2.62116,2.5384,2.28565,2.31369,2.28904,2.29992,2.41609,2.20909,2.22975,2.13404,2.02437,1.99278,2.10222,2.18825,2.33637,2.45988,2.51433,2.59915,2.55063,2.49308,2.59223,2.65063,2.59959,2.66716,2.67433,2.63461,2.62124,2.62877,2.64733,2.76116,2.68921,2.44774
Nov2020,0.89962,0.98448,1.35519,1.22909,1.20401,1.56513,1.71733,1.92633,2.52456,2.76181,2.97738,3.48352,2.79285,2.83917,2.83612,2.707,2.71074,2.7787,2.67931,2.37511,2.39413,2.38593,2.4407,2.55298,2.28746,2.30717,2.20835,2.0855,2.06277,2.17929,2.26949,2.44333,2.58927,2.64193,2.76588,2.70336,2.63594,2.72577,2.78738,2.74025,2.81887,2.8418,2.79001,2.81755,2.82217,2.87404,3.0403,2.95666
