DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Oct1995,0.67964,0.67469,-0.06487,-0.11165,-0.06473,-0.51133,-0.4184,-0.24462,-0.15027,-0.28309,-0.30591,0.17941,0.06066,-0.14389,-0.09885,0.11359,0.20866,0.54843,0.63743,0.66849,0.58998,0.45748,0.34727,0.2368,0.08479,0.052,-0.13074,-0.28528,-0.28886,-0.24649,-0.52018,-0.69399,-0.53292,-0.33174,-0.30604,-0.34608,-0.22035,-0.18482,-0.04192,-0.00631,0.07136,-0.03208,-0.00514,-0.18594,-0.25115,-0.35869,-0.39318,-0.42079
Nov1995,0.58131,0.70695,0.72928,0.20121,0.11609,0.12628,-0.25988,-0.22359,-0.07838,-0.014,-0.16084,-0.25251,0.17831,0.05452,-0.13865,-0.09641,0.10198,0.19149,0.52152,0.6104,0.64789,0.56959,0.43592,0.33624,0.23873,0.09066,0.05789,-0.11352,-0.2632,-0.26665,-0.22724,-0.49033,-0.65954,-0.50923,-0.32139,-0.29832,-0.33867,-0.21076,-0.17517,-0.03638,-0.00148,0.07327,-0.02933,-0.00606,-0.18579,-0.25638,-0.36513,-0.401
Dec1995,-0.17535,0.24946,0.42386,0.46261,0.03027,-0.02518,-0.00355,-0.35902,-0.27995,-0.13201,-0.0677,-0.21307,-0.31249,0.08771,-0.03914,-0.21784,-0.17712,0.00882,0.08947,0.40276,0.4946,0.53661,0.46033,0.33335,0.25235,0.1679,0.03127,-0.00726,-0.17116,-0.31586,-0.31911,-0.28136,-0.53041,-0.68913,-0.54337,-0.36058,-0.3356,-0.37184,-0.25062,-0.21617,-0.08342,-0.05275,0.01892,-0.07895,-0.06528,-0.23297,-0.29991,-0.40424
Jan1996,0.4172,-0.09992,0.18435,0.35963,0.4324,0.04529,-0.00332,0.02273,-0.34792,-0.24742,-0.09946,-0.03242,-0.18209,-0.29553,0.11795,-0.0101,-0.18735,-0.14474,0.041,0.11957,0.43071,0.51793,0.55261,0.47847,0.35166,0.2703,0.18918,0.05189,0.0155,-0.14652,-0.29002,-0.29131,-0.24928,-0.495,-0.65392,-0.50694,-0.32803,-0.30264,-0.33593,-0.21608,-0.18693,-0.05798,-0.02985,0.04242,-0.05522,-0.04379,-0.20923,-0.27573
Feb1996,0.85124,0.64118,0.19596,0.34649,0.46324,0.524,0.19459,0.15972,0.1767,-0.14911,-0.08329,0.05258,0.12237,-0.02216,-0.15197,0.21724,0.08829,-0.08357,-0.05135,0.12039,0.19343,0.48042,0.56069,0.59441,0.52484,0.4022,0.32083,0.23801,0.1053,0.06654,-0.09236,-0.23737,-0.23611,-0.1969,-0.44228,-0.60286,-0.45974,-0.28703,-0.26446,-0.29748,-0.18045,-0.14895,-0.01683,0.01169,0.08388,-0.01405,-0.00753,-0.16782
Mar1996,1.27776,1.20863,1.04179,0.73198,0.70951,0.77181,0.82404,0.56753,0.52607,0.53175,0.22677,0.28328,0.40397,0.46845,0.3255,0.20224,0.50415,0.37319,0.21659,0.24864,0.39816,0.45816,0.71031,0.76869,0.79941,0.73133,0.61554,0.53604,0.44146,0.30829,0.26741,0.12076,-0.0215,-0.01907,0.02481,-0.22264,-0.3924,-0.24576,-0.07761,-0.05434,-0.08777,0.02808,0.05809,0.18205,0.20151,0.27238,0.16818,0.17567
Apr1996,-0.65476,0.26797,0.48399,0.43222,0.25282,0.34414,0.47805,0.56558,0.32605,0.30237,0.3218,0.02344,0.09272,0.22737,0.29472,0.14629,0.04053,0.36222,0.22978,0.06376,0.1009,0.26014,0.32117,0.58861,0.65524,0.68567,0.61231,0.49173,0.42823,0.33289,0.19547,0.15329,-0.00112,-0.14965,-0.15197,-0.09966,-0.34965,-0.51236,-0.36421,-0.19021,-0.16622,-0.19726,-0.07798,-0.04271,0.08592,0.10858,0.18147,0.08667
May1996,-0.61725,-0.87267,-0.07639,0.12409,0.09393,-0.01114,0.13454,0.30179,0.39859,0.17389,0.14548,0.15771,-0.13782,-0.06656,0.08274,0.1379,-0.0144,-0.11027,0.22967,0.09906,-0.06254,-0.02262,0.1475,0.21417,0.48662,0.55969,0.59303,0.52236,0.3969,0.33289,0.23964,0.10247,0.05926,-0.09936,-0.2503,-0.25618,-0.19878,-0.44998,-0.61597,-0.46486,-0.28494,-0.26629,-0.29605,-0.17374,-0.1424,-0.01229,0.01222,0.08603
Jun1996,1.06877,0.03601,-0.49695,0.14906,0.31848,0.31086,0.17248,0.2979,0.4611,0.55757,0.35162,0.30657,0.31915,0.0398,0.08782,0.21777,0.26797,0.1159,0.01742,0.34045,0.20756,0.05199,0.08625,0.24549,0.31363,0.58362,0.6508,0.67893,0.61106,0.4876,0.42314,0.31918,0.18001,0.13564,-0.02138,-0.17199,-0.17735,-0.11686,-0.37008,-0.54126,-0.38878,-0.20829,-0.18882,-0.22166,-0.09984,-0.06881,0.06375,0.09072
Jul1996,0.925,1.15904,0.53879,-0.08561,0.39724,0.54548,0.53404,0.39253,0.46157,0.59865,0.69387,0.51111,0.4714,0.48127,0.22321,0.2719,0.37895,0.42861,0.28026,0.18937,0.4724,0.34107,0.18626,0.2144,0.36234,0.42827,0.69564,0.75916,0.78388,0.71499,0.59893,0.5402,0.4286,0.28814,0.24414,0.08939,-0.06289,-0.07008,-0.0138,-0.2644,-0.4356,-0.28063,-0.0988,-0.08155,-0.11092,0.01238,0.04292,0.17364
Aug1996,0.01416,0.46275,0.75329,0.32819,-0.15809,0.28292,0.41056,0.42319,0.29424,0.3876,0.536,0.62807,0.46041,0.42059,0.44237,0.17961,0.24957,0.34905,0.40462,0.25953,0.18727,0.46696,0.34039,0.19182,0.21811,0.37001,0.43404,0.70321,0.76964,0.79273,0.72348,0.60695,0.55248,0.4432,0.30045,0.26061,0.10303,-0.05016,-0.05899,-0.00803,-0.26671,-0.43842,-0.27541,-0.087,-0.08051,-0.10694,0.02037,0.05118
Sep1996,0.04488,0.01488,0.33841,0.57947,0.25554,-0.15742,0.23796,0.34994,0.36607,0.25983,0.35862,0.49968,0.59138,0.44051,0.40931,0.43338,0.17411,0.24617,0.34444,0.40173,0.26677,0.19463,0.46238,0.34085,0.19871,0.22731,0.37487,0.43491,0.70661,0.76785,0.79372,0.72421,0.60806,0.55892,0.45274,0.31006,0.2724,0.11501,-0.04113,-0.05315,-0.00949,-0.27189,-0.44281,-0.27878,-0.09278,-0.09411,-0.12016,0.00981
Oct1996,-0.90188,-0.62528,-0.41697,-0.04458,0.23035,-0.01791,-0.37509,-0.01817,0.09555,0.13242,0.04559,0.1845,0.33298,0.41862,0.25465,0.21951,0.24343,-0.00944,0.07301,0.16686,0.22798,0.09961,0.02845,0.30917,0.19302,0.04756,0.07438,0.23135,0.29849,0.57206,0.63399,0.67119,0.60034,0.47949,0.42755,0.32655,0.18471,0.14597,-0.01186,-0.16323,-0.17664,-0.1337,-0.38668,-0.54703,-0.39396,-0.21488,-0.21604,-0.23234
Nov1996,0.51606,-0.03673,-0.10115,-0.11175,0.13805,0.34032,0.13988,-0.21055,0.09471,0.17366,0.18657,0.05226,0.16409,0.29864,0.37649,0.21409,0.18406,0.20679,-0.02886,0.05213,0.14774,0.20243,0.0714,0.01258,0.29486,0.1806,0.03935,0.06702,0.21856,0.28619,0.55415,0.61054,0.65245,0.58993,0.47146,0.41777,0.32094,0.18103,0.1431,-0.01986,-0.17047,-0.18601,-0.14321,-0.39943,-0.55532,-0.40982,-0.23576,-0.23907
Dec1996,-0.29578,0.14391,-0.24103,-0.28479,-0.27557,-0.03238,0.17188,-0.01241,-0.28942,0.00681,0.08271,0.0856,-0.04673,0.0578,0.17902,0.25485,0.09881,0.07104,0.08896,-0.13281,-0.05811,0.04061,0.09091,-0.02763,-0.06806,0.20951,0.10499,-0.03711,-0.01137,0.13271,0.1994,0.46332,0.51822,0.56626,0.50543,0.3906,0.33686,0.24945,0.11389,0.078,-0.07913,-0.2262,-0.24104,-0.19975,-0.4525,-0.59677,-0.45764,-0.29092
Jan1997,-0.20851,-0.52969,-0.11488,-0.38759,-0.39855,-0.38206,-0.13956,0.06996,-0.14243,-0.36532,-0.05936,0.0192,0.01755,-0.12325,0.00746,0.12714,0.20522,0.04948,0.02807,0.04541,-0.16711,-0.0978,-0.00163,0.05071,-0.06707,-0.11023,0.16982,0.06454,-0.07522,-0.04922,0.09652,0.16504,0.43754,0.48976,0.53925,0.47731,0.35886,0.30294,0.21966,0.08686,0.04744,-0.11085,-0.25643,-0.26975,-0.23053,-0.47991,-0.62117,-0.48602
Feb1997,-0.96482,-0.80244,-0.85624,-0.41329,-0.60823,-0.59945,-0.57224,-0.31085,-0.10723,-0.29449,-0.49211,-0.18633,-0.09888,-0.10115,-0.24526,-0.11777,-0.0057,0.06907,-0.08965,-0.10305,-0.08677,-0.29413,-0.22306,-0.12223,-0.07374,-0.18745,-0.23282,0.04267,-0.05892,-0.19816,-0.1781,-0.03704,0.03135,0.30498,0.35565,0.40838,0.34449,0.22231,0.16055,0.08462,-0.0467,-0.08285,-0.23541,-0.37307,-0.38563,-0.34924,-0.58916,-0.71753
Mar1997,0.04042,-0.47452,-0.557,-0.72842,-0.40294,-0.58081,-0.57338,-0.56602,-0.30765,-0.11097,-0.29859,-0.4787,-0.15667,-0.05819,-0.06327,-0.19917,-0.07891,0.02243,0.09851,-0.05333,-0.06664,-0.05584,-0.26437,-0.19951,-0.09919,-0.05599,-0.17668,-0.22794,0.04019,-0.06517,-0.20476,-0.17956,-0.03717,0.02755,0.2992,0.34976,0.40445,0.34262,0.21994,0.15677,0.08666,-0.03998,-0.07531,-0.22983,-0.36978,-0.38289,-0.35839,-0.5875
Apr1997,1.49959,1.19335,0.80505,0.57797,0.35455,0.39668,0.21024,0.20894,0.21115,0.38373,0.53467,0.37421,0.16607,0.41864,0.49079,0.47143,0.35112,0.39818,0.47823,0.53812,0.4022,0.3717,0.3773,0.17962,0.22373,0.29959,0.33816,0.21673,0.18905,0.42047,0.31422,0.1758,0.20085,0.32565,0.38754,0.64229,0.67872,0.72806,0.67564,0.57385,0.51616,0.43318,0.31136,0.28048,0.13701,-0.0067,-0.01483,0.02006
May1997,-1.32735,0.67721,0.52283,0.1638,-0.03348,-0.15686,-0.01008,-0.17272,-0.1669,-0.14642,0.05753,0.22014,0.06866,-0.15228,0.13829,0.20214,0.18107,0.06781,0.14599,0.24041,0.31278,0.17342,0.15097,0.1617,-0.05078,-0.00048,0.08996,0.13675,0.01135,-0.01871,0.23422,0.12789,-0.01519,0.00879,0.13992,0.20137,0.4812,0.52341,0.57555,0.51868,0.41191,0.34383,0.26145,0.13643,0.09977,-0.05105,-0.19487,-0.20442
Jun1997,0.61463,-0.77708,0.7898,0.6288,0.24693,0.0845,-0.05745,0.08876,-0.05579,-0.04773,-0.02368,0.15786,0.31709,0.17164,-0.05626,0.21691,0.27766,0.25454,0.14069,0.21246,0.30142,0.37562,0.2325,0.20626,0.22012,0.0126,0.05851,0.14385,0.19079,0.0647,0.03277,0.27672,0.16813,0.02383,0.04814,0.18094,0.24267,0.52295,0.56612,0.6207,0.56244,0.45673,0.38781,0.30247,0.1763,0.13947,-0.01043,-0.15213
Jul1997,0.59719,0.6966,-0.29135,0.84514,0.68314,0.36186,0.22096,0.08986,0.19655,0.06313,0.07969,0.10151,0.26488,0.40953,0.26717,0.07013,0.31497,0.37607,0.34851,0.24378,0.29539,0.3769,0.44216,0.29987,0.27361,0.28834,0.09991,0.14283,0.21956,0.25885,0.13421,0.10597,0.34058,0.22985,0.08615,0.11059,0.24105,0.29922,0.57318,0.61665,0.67328,0.61501,0.51694,0.44517,0.36307,0.24213,0.20627,0.05618
Aug1997,-1.06504,-0.4552,-0.16834,-0.79188,0.30971,0.18605,-0.11672,-0.19959,-0.27543,-0.11526,-0.23064,-0.2247,-0.19997,-0.0197,0.14509,-0.00795,-0.17957,0.08819,0.16082,0.13977,0.0489,0.11807,0.2102,0.28521,0.13777,0.12109,0.13461,-0.06163,-0.01317,0.0773,0.11614,-0.0133,-0.04475,0.21043,0.09629,-0.04706,-0.0252,0.11547,0.17237,0.4512,0.49793,0.56154,0.50269,0.39923,0.31494,0.24132,0.11884,0.08149
Sep1997,-2.14062,-1.77631,-1.1326,-0.85341,-1.30785,-0.31309,-0.37661,-0.61195,-0.66239,-0.69026,-0.49867,-0.61101,-0.61649,-0.61793,-0.41022,-0.24244,-0.3978,-0.55658,-0.24516,-0.16237,-0.17031,-0.26637,-0.17626,-0.07505,0.00752,-0.14761,-0.15706,-0.14571,-0.35046,-0.30279,-0.18031,-0.14126,-0.27139,-0.30518,-0.02811,-0.14497,-0.28822,-0.27467,-0.12697,-0.07358,0.20995,0.25781,0.32734,0.26624,0.15127,0.05835,-0.00453,-0.12373
Oct1997,1.78315,-0.03498,-0.5678,-0.30759,-0.10997,-0.6121,0.25433,0.1249,-0.13969,-0.20853,-0.27948,-0.11503,-0.22116,-0.21664,-0.18751,-0.03241,0.11828,-0.02549,-0.17211,0.05746,0.12994,0.1163,0.03082,0.09433,0.18478,0.25361,0.11497,0.1012,0.11587,-0.07016,-0.03532,0.06695,0.10323,-0.02298,-0.04603,0.20013,0.08776,-0.05104,-0.03017,0.10304,0.15398,0.4188,0.46144,0.52722,0.46451,0.35982,0.26956,0.2018
Nov1997,1.53154,1.68432,1.1648,0.66531,0.68817,0.75026,0.35554,0.881,0.78792,0.562,0.45821,0.28842,0.34494,0.22739,0.23103,0.26225,0.37817,0.50835,0.377,0.23271,0.41756,0.4785,0.45778,0.39086,0.43087,0.50531,0.56335,0.43835,0.42006,0.43769,0.26897,0.28631,0.3681,0.41367,0.29631,0.27923,0.50519,0.39736,0.26243,0.28331,0.40585,0.45522,0.70569,0.75164,0.81571,0.75056,0.6539,0.56021
Dec1997,1.10984,1.50422,1.63411,1.2342,0.85154,0.87602,0.93188,0.59082,1.01736,0.94426,0.76253,0.66501,0.5006,0.51179,0.38521,0.38611,0.40909,0.50566,0.61926,0.49475,0.35064,0.52117,0.58023,0.56394,0.51669,0.54493,0.61397,0.66051,0.54402,0.52448,0.54402,0.38856,0.40025,0.47904,0.52669,0.42192,0.40667,0.61353,0.51123,0.38544,0.40622,0.5171,0.56492,0.79772,0.83888,0.89971,0.84085,0.75607
Jan1998,2.19201,2.07661,1.98835,2.02836,1.79661,1.53724,1.57227,1.58565,1.32065,1.60732,1.62226,1.48254,1.39281,1.26504,1.12545,0.98983,0.98555,0.97348,1.04111,1.13201,1.0195,0.86349,1.00198,1.0595,1.04811,1.00877,1.00133,1.05339,1.09463,0.98955,0.96897,0.98995,0.85246,0.84943,0.91574,0.96438,0.88172,0.86329,1.02545,0.93279,0.8205,0.83446,0.93808,0.98852,1.18995,1.24645,1.31066,1.27178
Feb1998,1.229,2.00206,2.01128,1.93642,1.98749,1.77971,1.57227,1.58565,1.59498,1.36943,1.61148,1.62088,1.49908,1.43485,1.35054,1.22266,1.09953,1.09535,1.07149,1.12941,1.21046,1.10529,0.95469,1.0866,1.14538,1.13746,1.09893,1.08697,1.13786,1.17722,1.07377,1.05782,1.0803,0.94671,0.9399,1.00954,1.06019,0.98332,0.95848,1.11899,1.02749,0.91451,0.92442,1.02921,1.08115,1.27662,1.33975,1.39842
Mar1998,-0.72788,0.26112,1.57909,1.67278,1.75215,1.84567,1.60073,1.40842,1.42519,1.45467,1.21754,1.48143,1.46849,1.33834,1.26771,1.16987,1.08234,0.96771,0.971,0.9641,1.0245,1.10011,0.99701,0.85814,0.98747,1.0357,1.0267,0.9867,0.98527,1.04047,1.07821,0.97449,0.9555,0.97446,0.83982,0.83665,0.90936,0.95886,0.87654,0.84891,1.01301,0.92353,0.8119,0.81942,0.91813,0.96861,1.17401,1.22154
Apr1998,-0.71206,-0.96556,-0.36017,1.02714,1.19348,1.46233,1.62037,1.36532,1.19047,1.21377,1.2627,1.02198,1.31385,1.28725,1.17283,1.09762,0.99411,0.94099,0.82661,0.82357,0.82868,0.8937,0.97021,0.87487,0.7385,0.8687,0.91327,0.90182,0.87219,0.87175,0.92569,0.96391,0.86417,0.8419,0.85911,0.72292,0.71692,0.7905,0.8397,0.7554,0.73223,0.90282,0.81336,0.70417,0.71549,0.81021,0.8588,1.06103
May1998,0.76312,-0.09066,-0.50435,-0.03898,1.19594,1.31904,1.5496,1.68928,1.44882,1.29627,1.31127,1.35435,1.1464,1.39286,1.36928,1.25553,1.18162,1.09676,1.03556,0.92276,0.91968,0.92067,0.98136,1.05442,0.9636,0.82832,0.95577,1.00586,0.99801,0.97501,0.96659,1.0178,1.05595,0.95809,0.93774,0.95657,0.82613,0.82005,0.89395,0.94269,0.86834,0.83605,0.9947,0.90596,0.79447,0.8016,0.8963,0.94652
Jun1998,1.49255,1.26489,0.33389,-0.14687,0.268,1.47536,1.53564,1.67529,1.78247,1.56555,1.42306,1.43578,1.47176,1.27892,1.49597,1.47739,1.37802,1.30637,1.23535,1.15664,1.0444,1.04039,1.03202,1.08881,1.16116,1.07825,0.94417,1.06473,1.11653,1.11283,1.0903,1.07308,1.12145,1.16019,1.06321,1.04553,1.06536,0.92999,0.92523,1.00293,1.05066,0.98254,0.94883,1.09925,1.0104,0.90047,0.90591,1.00156
Jul1998,1.61755,1.91031,1.76517,0.92951,0.48226,0.81464,1.7872,1.76952,1.81775,1.90236,1.70573,1.5763,1.59021,1.62372,1.44898,1.6216,1.61665,1.53518,1.47734,1.43301,1.34227,1.23668,1.22726,1.20858,1.25882,1.32438,1.25288,1.13056,1.24433,1.29608,1.30606,1.28978,1.26416,1.31068,1.34718,1.25156,1.23671,1.25587,1.11635,1.11045,1.18935,1.2324,1.1815,1.14308,1.26873,1.18649,1.08739,1.08662
Aug1998,0.45158,1.30019,1.55833,1.634,0.91824,0.51962,0.84545,1.88133,1.81257,1.85667,1.93082,1.73376,1.59424,1.6223,1.66369,1.47973,1.64681,1.63715,1.55669,1.49912,1.45826,1.37391,1.27364,1.2614,1.24369,1.29362,1.35799,1.29325,1.18058,1.28787,1.339,1.35067,1.34432,1.31714,1.36049,1.39695,1.30586,1.29245,1.31033,1.17288,1.16848,1.24652,1.28589,1.24001,1.19916,1.31499,1.23415,1.13635
Sep1998,0.27188,0.40595,1.02479,1.25933,1.4446,0.87218,0.51157,0.80381,1.7642,1.71102,1.76511,1.85076,1.66525,1.53507,1.56639,1.60865,1.43008,1.60026,1.58858,1.51289,1.46334,1.42294,1.35573,1.26237,1.25442,1.24364,1.29481,1.35721,1.29501,1.18902,1.29158,1.34129,1.35134,1.3433,1.31938,1.36179,1.39467,1.30989,1.29773,1.31567,1.18189,1.1753,1.2549,1.29095,1.2423,1.2008,1.31456,1.23199
Oct1998,1.01761,0.76206,0.73486,1.21901,1.39544,1.55557,1.06526,0.74259,1.05081,1.9654,1.88673,1.86003,1.93289,1.74602,1.60113,1.62882,1.66475,1.48789,1.64649,1.645,1.56941,1.52466,1.48694,1.41097,1.31853,1.31022,1.29646,1.34908,1.41669,1.35031,1.24111,1.34581,1.40193,1.41742,1.40335,1.38132,1.42342,1.45501,1.36914,1.35666,1.37661,1.241,1.24152,1.32026,1.35723,1.3138,1.27177,1.37392
Nov1998,-0.05186,0.50381,0.46295,0.51083,0.91189,1.08472,1.22528,0.83175,0.54723,0.77341,1.57305,1.69009,1.78401,1.90541,1.68324,1.52001,1.54579,1.58841,1.39505,1.57971,1.56656,1.48993,1.45381,1.40714,1.3314,1.23331,1.22668,1.21523,1.2787,1.35489,1.28334,1.167,1.28617,1.35003,1.37374,1.35725,1.344,1.38693,1.42239,1.32884,1.31272,1.33184,1.18789,1.20008,1.28295,1.32537,1.27592,1.2265
Dec1998,-1.14796,-0.71895,-0.01925,-0.00948,0.11607,0.55763,0.77154,0.93621,0.57362,0.30549,0.50509,1.23059,1.36773,1.5662,1.72537,1.48479,1.32278,1.34637,1.39279,1.1968,1.42486,1.39994,1.32269,1.27031,1.22332,1.16831,1.07359,1.06804,1.06539,1.13329,1.2138,1.14312,1.02255,1.14781,1.20673,1.21964,1.1936,1.19,1.23483,1.27076,1.17869,1.16183,1.17675,1.03893,1.04676,1.12768,1.1702,1.11495
Jan1999,0.23755,-0.71367,-0.6052,-0.07721,-0.04145,0.07981,0.51353,0.73175,0.8845,0.57202,0.31023,0.50567,1.22441,1.39083,1.55841,1.73321,1.50111,1.32418,1.33818,1.38459,1.19,1.43133,1.39817,1.31423,1.25904,1.21308,1.17622,1.08199,1.07898,1.08605,1.15316,1.23682,1.1648,1.0337,1.16227,1.21677,1.22641,1.19504,1.18623,1.23046,1.27031,1.1719,1.15919,1.17351,1.03804,1.04877,1.13879,1.19325
Feb1999,-1.13564,-0.56257,-1.03142,-0.86582,-0.35644,-0.30206,-0.16509,0.28055,0.49879,0.64703,0.37726,0.14252,0.33344,0.98419,1.12896,1.36497,1.55507,1.33313,1.16885,1.18184,1.22873,1.03671,1.29735,1.25845,1.17443,1.11603,1.06651,1.04647,0.95562,0.95224,0.96205,1.03565,1.12549,1.05406,0.91568,1.056,1.11262,1.11761,1.08173,1.08328,1.13355,1.17213,1.06428,1.04822,1.06135,0.92129,0.92575,1.01526
Mar1999,1.3845,0.62965,0.49768,-0.05022,-0.11402,0.17482,0.20103,0.30586,0.66814,0.8462,0.96064,0.72464,0.51999,0.68832,1.22919,1.35678,1.50798,1.66479,1.48126,1.33781,1.34913,1.38611,1.21683,1.43285,1.40709,1.33272,1.29097,1.25029,1.21963,1.13454,1.12897,1.13343,1.20037,1.27974,1.208,1.08365,1.21892,1.27336,1.28855,1.24613,1.23309,1.27663,1.31145,1.2078,1.19651,1.2127,1.08613,1.09135
Apr1999,-0.29798,0.58242,0.18234,0.0954,-0.2663,-0.29316,0.00424,0.05614,0.17816,0.55187,0.742,0.86028,0.63639,0.43677,0.60681,1.13746,1.25608,1.43008,1.58447,1.4016,1.26962,1.28243,1.31807,1.16093,1.38016,1.34813,1.27139,1.23168,1.19683,1.1642,1.07924,1.07427,1.0851,1.15216,1.23214,1.15571,1.02908,1.16264,1.2145,1.22652,1.18834,1.17803,1.21957,1.25287,1.15281,1.13699,1.15053,1.03219
May1999,-1.21072,-0.93783,-0.04882,-0.41423,-0.44937,-0.71963,-0.6898,-0.36018,-0.29816,-0.14912,0.27267,0.47814,0.64079,0.39397,0.1822,0.35,0.92249,1.05699,1.28852,1.46018,1.25843,1.12738,1.14245,1.18028,1.01554,1.26613,1.22673,1.14383,1.09384,1.06274,1.03783,0.94775,0.94233,0.9567,1.02643,1.11256,1.04183,0.90777,1.04944,1.10245,1.11371,1.07024,1.0638,1.11106,1.14722,1.04048,1.01919,1.03256
